state_code,district_code,district_name,district_key,households_2011,persons_2011,males_2011,females_2011,rural_pop_2011,rural_hh_2011,urban_pop_2011,urban_hh_2011,urban_pct_2011,persons_2001,males_2001,females_2001,rural_2001,number_of_households_2001,scheduled_caste_population_2001,scheduled_tribe_population_2001,persons__literate_2001,persons__literacy_rate_2001,males__literatacy_rate_2001,females__literacy_rate_2001,total_educated_2001,below_primary_2001,primary_2001,middle_2001,matric_higher_secondary_diploma_2001,graduate_and_above_2001,x0___4_years_2001,x5___14_years_2001,x15___59_years_2001,total_workers_2001,main_workers_2001,marginal_workers_2001,non_workers_2001,total_inhabited_villages_2001,drinking_water_facilities_2001,safe_drinking_water_2001,primary_school_2001,middle_schools_2001,college_2001,medical_facility_2001,primary_health_centre_2001,bus_services_2001,paved_approach_road_2001,permanent_house_2001,semi_permanent_house_2001,temporary_house_2001,villages_inhabited,villages_uninhabited,towns,area_sqkm,pop_per_sqkm,pincodes
03,053,Sangrur,sangrur,318870,1655169,878029,777140,1139204,217864,515965,101006,31.17,2000173.0,1069289.0,930884.0,1415354,348922.0,,-,1041310.0,59.98,65.81,53.38,1041310.0,229215.0,289589.0,167272.0,284127.0,51416.0,177331.0,458119.0,1173081.0,814098.0,714076.0,100022.0,1186075.0,697.0,697.0,697.0,684.0,417,2,291.0,35,672,674,85.0,13.2,1.8,564,7,13,3625,457,"[148001, 148002, 148017, 148018, 148019, 148020, 148021, 148022, 148023, 148026, 148027, 148028, 148029, 148030, 148031, 148033, 148034, 148035]"
03,054,Barnala,barnala,115798,595527,317522,278005,404842,76657,190685,39141,32.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,1,5,1482,402,
04,055,Chandigarh,chandigarh,241173,1055450,580663,474787,28991,7140,1026459,234033,97.25,900635.0,506938.0,393697.0,92120,206465.0,,-,643245.0,81.94,86.14,76.47,643245.0,88518.0,115349.0,90111.0,204402.0,138441.0,79225.0,181963.0,593235.0,340422.0,328989.0,11433.0,560213.0,23.0,23.0,23.0,18.0,14,-,18.0,1,21,21,89.8,7.0,3.2,5,0,6,114,9258,"[160001, 160002, 160004, 160009, 160011, 160012, 160015, 160017, 160018, 160019, 160020, 160023, 160025, 160030, 160036, 160047, 160101, 160102]"
05,056,Uttarkashi,uttarkashi,67602,330086,168597,161489,305781,61914,24305,5688,7.36,295013.0,152016.0,142997.0,272095,55558.0,,2685,161161.0,65.71,83.6,46.69,161161.0,40355.0,40229.0,33196.0,30629.0,12283.0,33233.0,76490.0,163817.0,135904.0,114842.0,21062.0,159109.0,682.0,675.0,656.0,557.0,238,3,106.0,8,188,194,90.9,7.5,1.6,694,13,3,8016,41,"[249135, 249151, 249152, 249171, 249185, 249193, 249194, 249195]"
05,057,Chamoli,chamoli,88964,391605,193991,197614,332209,74318,59396,14646,15.17,370359.0,183745.0,186614.0,319656,76121.0,,10484,237354.0,75.43,89.66,61.63,237354.0,51642.0,66405.0,49191.0,45880.0,16250.0,37744.0,92976.0,204492.0,164729.0,96900.0,67829.0,205630.0,1166.0,1139.0,1116.0,804.0,274,7,147.0,8,212,204,94.4,5.0,0.6,1170,76,6,8029.999497604924,49,"[246401, 246422, 246424, 246426, 246427, 246428, 246431, 246435, 246440, 246441, 246443, 246444, 246446, 246449, 246453, 246455, 246472, 246473, 246474, 246481, 246482, 246483, 246486, 246487, 246488]"
05,058,Rudraprayag,rudraprayag,53542,242285,114589,127696,232360,50882,9925,2660,4.1,227439.0,107535.0,119904.0,224707,47539.0,,186,141078.0,73.65,89.81,59.57,141078.0,33501.0,39973.0,31298.0,25639.0,8386.0,24685.0,57503.0,124129.0,102033.0,76068.0,25965.0,125406.0,658.0,654.0,648.0,468.0,189,3,143.0,5,231,206,97.4,2.4,0.2,653,35,2,1984,122,"[246141, 246171, 246419, 246421, 246425, 246439, 246442, 246445, 246448, 246469, 246471, 246475, 246495]"
05,059,Tehri Garhwal,tehrigarhwal,132714,618931,297986,320945,548792,115691,70139,17023,11.33,604747.0,295168.0,309579.0,544901,117754.0,,691,337816.0,66.73,85.33,49.42,337816.0,86479.0,86609.0,65227.0,71619.0,23069.0,66858.0,156841.0,328135.0,264715.0,181205.0,83510.0,340032.0,1801.0,1729.0,1519.0,1115.0,381,7,202.0,10,295,246,96.6,3.2,0.2,1774,88,7,3642,170,"[249001, 249121, 249122, 249123, 249124, 249125, 249126, 249130, 249132, 249137, 249145, 249146, 249155, 249161, 249175, 249180, 249181, 249186, 249192, 249199]"
05,060,Dehradun,dehradun,347001,1696694,892199,804495,754753,144112,941941,202889,55.52,1282143.0,679583.0,602560.0,603401,239975.0,,99329,876441.0,78.98,85.87,71.2,876441.0,153390.0,177169.0,149514.0,241917.0,137075.0,116176.0,296033.0,775669.0,400475.0,336504.0,63971.0,881668.0,738.0,723.0,696.0,556.0,212,5,334.0,27,226,319,83.1,12.0,4.9,731,17,22,3088,549,"[248001, 248002, 248003, 248005, 248006, 248007, 248008, 248009, 248011, 248012, 248013, 248014, 248015, 248121, 248122, 248123, 248124, 248125, 248140, 248142, 248143, 248145, 248146, 248158, 248159, 248165, 248171, 248179, 248195, 248196, 248197, 248198, 248199, 249201, 249202, 249203, 249204, 249205]"
05,061,Garhwal,garhwal,161778,687271,326829,360442,574568,136180,112703,25598,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3142,331,8,5329,129,
05,062,Pithoragarh,pithoragarh,114730,483439,239306,244133,413834,96971,69605,17759,14.4,462289.0,227615.0,234674.0,402456,98514.0,,19279,296362.0,75.95,90.06,62.59,296362.0,68019.0,82525.0,65813.0,58872.0,17190.0,49049.0,114126.0,256621.0,198709.0,124062.0,74647.0,263580.0,1579.0,1564.0,1496.0,821.0,275,8,190.0,10,185,249,96.1,3.8,0.1,1572,103,3,7090,68,"[262501, 262502, 262520, 262521, 262522, 262526, 262529, 262530, 262531, 262532, 262533, 262534, 262540, 262541, 262542, 262543, 262544, 262545, 262546, 262547, 262550, 262551, 262552, 262553, 262554, 262555, 262576]"
05,063,Bageshwar,bageshwar,58046,259898,124326,135572,250819,55992,9079,2054,3.49,249462.0,118510.0,130952.0,241659,51949.0,,1943,148464.0,71.29,87.65,56.98,148464.0,38197.0,43314.0,33283.0,25892.0,5029.0,28599.0,62182.0,134571.0,118844.0,85613.0,33231.0,130618.0,883.0,842.0,738.0,483.0,128,1,101.0,7,94,143,97.9,2.0,0.1,874,73,1,2241,116,"[263619, 263630, 263631, 263632, 263633, 263634, 263635, 263640, 263641, 263642, 263679]"
05,064,"Almora
",almora,140577,622506,291081,331425,560192,125209,62314,15368,10.01,630567.0,293848.0,336719.0,576062,131052.0,,878,392640.0,73.64,89.2,60.56,392640.0,90912.0,112370.0,85177.0,75309.0,21832.0,67755.0,160994.0,337070.0,292182.0,204649.0,87533.0,338385.0,2172.0,2165.0,2045.0,1238.0,291,6,260.0,18,330,357,98.1,1.8,0.2,2184,105,5,3144,198,"[263601, 263620, 263621, 263622, 263623, 263625, 263626, 263629, 263636, 263637, 263638, 263639, 263643, 263645, 263646, 263651, 263652, 263653, 263655, 263656, 263658, 263659, 263660, 263661, 263663, 263664, 263665, 263667, 263676, 263678, 263680]"
05,065,Champawat,champawat,53953,259648,131125,128523,221305,45741,38343,8212,14.77,224542.0,111084.0,113458.0,190764,43902.0,,740,129947.0,70.39,87.27,54.18,129947.0,35900.0,39247.0,25803.0,21073.0,6311.0,27673.0,60021.0,119959.0,90208.0,56165.0,34043.0,134334.0,656.0,649.0,574.0,347.0,107,2,67.0,11,60,147,89.4,4.5,6.1,662,55,4,1766,147,"[262309, 262310, 262524, 262525, 262527, 262528]"
05,066,Nainital,nainital,191383,954605,493666,460939,582871,114954,371734,76429,38.94,762909.0,400254.0,362655.0,493859,142113.0,,4961,508731.0,78.36,86.32,69.55,508731.0,105127.0,123772.0,93046.0,121368.0,57934.0,77157.0,188670.0,445558.0,278947.0,220995.0,57952.0,483962.0,1091.0,1074.0,1030.0,645.0,278,7,215.0,20,192,558,84.5,5.0,10.4,1097,44,11,4251,225,"[262402, 263001, 263126, 263127, 263128, 263132, 263134, 263135, 263136, 263137, 263139, 263140, 263156, 263157, 263158, 263159]"
05,067,Udham Singh Nagar,udhamsinghnagar,308581,1648902,858783,790119,1062142,198645,586760,109936,35.58,1235614.0,649484.0,586130.0,832600,208076.0,,110220,659165.0,64.86,75.22,53.35,659165.0,175226.0,168433.0,116119.0,130102.0,49692.0,146913.0,341878.0,670347.0,392156.0,300141.0,92015.0,843458.0,674.0,669.0,658.0,485.0,183,6,186.0,18,180,595,64.3,12.0,23.7,674,14,19,2542,649,"[244712, 244716, 244717, 262311, 262401, 262405, 263145, 263148, 263149, 263150, 263151, 263152, 263153, 263160]"
05,068,Hardwar,hardwar,338104,1890422,1005295,885127,1197328,204477,693094,133627,36.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,94,24,2360,801,
06,069,Panchkula,panchkula,117107,561293,299679,261614,248063,46154,313230,70953,55.81,468411.0,256939.0,211472.0,260016,92593.0,,-,297795.0,74.0,80.87,65.65,297795.0,50241.0,64345.0,41250.0,89592.0,48484.0,45405.0,101024.0,287808.0,178644.0,150353.0,28291.0,289767.0,224.0,222.0,222.0,193.0,93,2,86.0,2,136,205,76.0,17.2,6.8,206,13,8,897.9999179786504,625,"[133301, 133302, 134101, 134102, 134103, 134104, 134107, 134108, 134109, 134112, 134113, 134114, 134116, 134117, 134205]"
06,070,Ambala,ambala,224334,1128350,598703,529647,627576,117702,500774,106632,44.38,1014411.0,542977.0,471434.0,657383,184319.0,,-,662789.0,75.31,82.31,67.39,662789.0,113292.0,177353.0,115883.0,192036.0,58843.0,91763.0,226242.0,608815.0,324521.0,275648.0,48873.0,689890.0,482.0,482.0,482.0,432.0,188,4,204.0,17,370,478,73.9,19.6,6.5,461,9,15,1573.9999520709425,717,"[133001, 133004, 133005, 133006, 133101, 133102, 133104, 133201, 133202, 133203, 133205, 133207, 134003, 134005, 134007, 134201]"
06,071,Yamunanagar,yamunanagar,235423,1214205,646718,567487,741376,136652,472829,98771,38.94,1041630.0,559444.0,482186.0,648608,183238.0,,-,638711.0,71.63,78.82,63.39,638711.0,126259.0,182389.0,113863.0,165121.0,42063.0,102685.0,245320.0,608700.0,336533.0,280728.0,55805.0,705097.0,613.0,613.0,613.0,483.0,161,-,248.0,16,246,596,65.8,22.7,11.5,611,25,12,1767.9998547799714,687,"[133103, 133204, 133206, 135001, 135002, 135003, 135004, 135021, 135101, 135102, 135103, 135106, 135133]"
06,072,Kurukshetra,kurukshetra,188143,964655,510976,453679,685430,130824,279225,57319,28.95,825454.0,442328.0,383126.0,609943,142950.0,,-,494873.0,69.88,78.06,60.61,494873.0,108187.0,143229.0,82975.0,122395.0,32775.0,80359.0,194974.0,483884.0,308392.0,250596.0,57796.0,517062.0,407.0,402.0,402.0,385.0,139,-,179.0,18,262,407,67.4,27.8,4.8,407,8,5,1529.9995148227852,630,"[136030, 136038, 136118, 136119, 136128, 136129, 136130, 136131, 136132, 136135, 136136, 136156]"
06,073,Kaithal,kaithal,204274,1074304,571003,503301,838293,158019,236011,46255,21.97,946131.0,510513.0,435618.0,762649,164258.0,,-,472563.0,59.02,69.15,47.31,472563.0,126436.0,143353.0,76312.0,100857.0,19385.0,98741.0,239059.0,529982.0,372011.0,268127.0,103884.0,574120.0,270.0,270.0,270.0,261.0,147,2,160.0,19,228,270,38.4,58.5,3.1,267,2,4,2316.9999251367117,464,"[136020, 136021, 136026, 136027, 136033, 136034, 136035, 136042, 136043, 136044, 136117]"
06,074,Karnal,karnal,292084,1505324,797712,707612,1050514,198594,454810,93490,30.21,1274183.0,683368.0,590815.0,936341,224230.0,,-,732609.0,67.74,76.29,57.97,732609.0,166169.0,208280.0,123098.0,180013.0,46851.0,130815.0,317912.0,729685.0,455455.0,355466.0,99989.0,818728.0,422.0,422.0,422.0,385.0,188,1,186.0,23,305,414,55.3,40.0,4.7,417,17,8,2519.9998500161546,597,"[132001, 132022, 132023, 132024, 132036, 132037, 132039, 132040, 132041, 132046, 132054, 132114, 132116, 132117, 132157]"
06,075,Panipat,panipat,235640,1205437,646857,558580,650352,121876,555085,113764,46.05,967449.0,528860.0,438589.0,575369,174388.0,,-,559478.0,69.17,78.5,57.97,559478.0,122396.0,147276.0,96105.0,151277.0,35403.0,107680.0,248244.0,546535.0,382801.0,289013.0,93788.0,584648.0,179.0,179.0,179.0,168.0,110,2,116.0,14,144,171,60.8,35.8,3.4,176,10,12,1267.9959124636227,951,"[132101, 132102, 132103, 132104, 132105, 132106, 132107, 132108, 132113, 132115, 132122, 132140, 132145]"
06,076,Sonipat,sonipat,277726,1450001,781299,668702,996637,187552,453364,90174,31.27,1279175.0,695723.0,583452.0,957800,223342.0,,-,788105.0,72.79,83.06,60.68,788105.0,161024.0,193323.0,133517.0,247039.0,43912.0,134152.0,319274.0,719781.0,523031.0,383449.0,139582.0,756144.0,323.0,323.0,323.0,316.0,232,2,248.0,22,286,320,57.3,41.0,1.6,319,13,8,2122,683,"[131001, 131021, 131022, 131023, 131024, 131027, 131028, 131029, 131039, 131101, 131102, 131103, 131301, 131302, 131304, 131305, 131306, 131402, 131403, 131408, 131409]"
06,077,Jind,jind,249736,1334152,713006,621146,1028569,190875,305583,58861,22.9,1189827.0,642282.0,547545.0,948250,204942.0,,-,622654.0,62.12,73.82,48.51,622654.0,161970.0,181858.0,98902.0,145996.0,23995.0,126722.0,305862.0,659697.0,521946.0,372049.0,149897.0,667881.0,306.0,306.0,306.0,300.0,210,-,247.0,28,265,306,22.6,76.1,1.3,302,4,6,2702.002297510634,494,"[126101, 126102, 126110, 126111, 126112, 126113, 126114, 126115, 126116, 126125, 126152]"
06,078,Fatehabad,fatehabad,180637,942011,495360,446651,762423,145137,179588,35500,19.06,806158.0,427862.0,378296.0,664001,142017.0,,-,392178.0,57.98,68.22,46.53,392178.0,110228.0,120062.0,59284.0,78653.0,14390.0,87207.0,208122.0,446652.0,362975.0,261623.0,101352.0,443183.0,243.0,243.0,243.0,237.0,152,1,143.0,16,220,242,56.4,29.1,14.4,245,0,4,2538.0047116599712,371,"[125048, 125050, 125053, 125106, 125111, 125133]"
06,079,Sirsa,sirsa,246571,1295189,682582,612607,975941,183495,319248,63076,24.65,1116649.0,593245.0,523404.0,823184,194809.0,,-,574624.0,60.55,70.05,49.93,574624.0,153153.0,172232.0,90443.0,120460.0,27303.0,112757.0,280947.0,632111.0,475571.0,363946.0,111625.0,641078.0,321.0,321.0,321.0,312.0,157,4,197.0,28,300,310,59.3,15.7,25.0,327,3,5,4277,303,"[125054, 125055, 125056, 125058, 125060, 125075, 125076, 125077, 125078, 125101, 125102, 125103, 125104, 125110, 125201]"
06,080,Hisar,hisar,335608,1743931,931562,812369,1190443,225651,553488,109957,31.74,1537117.0,830520.0,706597.0,1138999,272738.0,,-,842302.0,64.83,76.57,51.08,842302.0,206809.0,228924.0,131189.0,214909.0,48813.0,160417.0,389819.0,871309.0,665572.0,516817.0,148755.0,871545.0,272.0,272.0,272.0,260.0,223,2,219.0,30,262,272,48.5,46.2,5.3,268,1,11,3983,438,"[125001, 125004, 125005, 125006, 125007, 125011, 125033, 125037, 125038, 125039, 125042, 125044, 125047, 125049, 125112, 125121]"
06,081,Bhiwani,bhiwani,311380,1634445,866672,767773,1313123,248136,321322,63244,19.66,1425022.0,758253.0,666769.0,1154629,246742.0,,-,809896.0,67.45,80.26,53.0,809896.0,190479.0,227844.0,135464.0,207427.0,35372.0,153417.0,362400.0,789684.0,609320.0,425210.0,184110.0,815702.0,437.0,437.0,437.0,429.0,321,1,252.0,55,419,436,70.5,25.6,3.8,442,2,6,4778,342,"[127021, 127022, 127025, 127026, 127027, 127028, 127029, 127030, 127031, 127032, 127035, 127040, 127041, 127042, 127043, 127045, 127046, 127111, 127114, 127201, 127306, 127307, 127308, 127309, 127310]"
06,082,Rohtak,rohtak,206988,1061204,568479,492725,615040,117450,446164,89538,42.04,940128.0,509038.0,431090.0,610524,167593.0,,-,592485.0,73.72,83.23,62.59,592485.0,112757.0,141601.0,100047.0,182301.0,47537.0,92528.0,223019.0,538188.0,371073.0,288225.0,82848.0,569055.0,146.0,146.0,146.0,130.0,117,2,118.0,17,134,145,57.6,40.0,2.4,136,7,5,1745,608,"[124001, 124010, 124021, 124022, 124111, 124112, 124113, 124141, 124303, 124401, 124406, 124411, 124412, 124513, 124514]"
06,083,Jhajjar,jhajjar,185334,958405,514667,443738,715066,136503,243339,48831,25.39,880072.0,476475.0,403597.0,684975,158075.0,,-,541635.0,72.38,83.27,59.65,541635.0,104085.0,139426.0,100081.0,167785.0,24836.0,90743.0,210661.0,501303.0,388715.0,276208.0,112507.0,491357.0,247.0,247.0,247.0,238.0,164,3,150.0,26,200,247,78.3,19.8,1.8,247,13,5,1834,523,"[124102, 124103, 124104, 124105, 124106, 124107, 124108, 124109, 124142, 124146, 124201, 124202, 124504, 124505, 124506, 124507, 124508]"
06,084,Mahendragarh,mahendragarh,171712,922088,486665,435423,789233,147122,132855,24590,14.41,812521.0,423578.0,388943.0,702885,135218.0,,-,478296.0,69.89,84.72,54.08,478296.0,106547.0,138412.0,91716.0,117411.0,19064.0,87680.0,206469.0,443044.0,351864.0,204704.0,147160.0,460657.0,368.0,368.0,368.0,350.0,164,1,190.0,17,288,367,93.8,3.7,2.5,369,1,5,1899,486,"[123001, 123023, 123024, 123027, 123028, 123029]"
06,085,Rewari,rewari,178043,900332,474335,425997,666902,130299,233430,47744,25.93,765351.0,403034.0,362317.0,629177,135560.0,,-,488190.0,75.25,88.45,60.83,488190.0,94485.0,126813.0,93964.0,141258.0,26537.0,80482.0,183830.0,435170.0,333622.0,204855.0,128767.0,431729.0,397.0,397.0,397.0,379.0,165,3,175.0,10,316,396,93.6,3.9,2.5,389,14,9,1594,565,"[123035, 123101, 123102, 123103, 123110, 123301, 123302]"
06,086,Gurgaon,gurgaon,326428,1514432,816690,697742,472179,88678,1042253,237750,68.82,1660289.0,886451.0,773838.0,1291285,273881.0,,-,834693.0,62.91,76.17,47.78,834693.0,195476.0,202181.0,129579.0,212394.0,76434.0,231670.0,461813.0,854542.0,629658.0,464644.0,165014.0,1030631.0,694.0,694.0,694.0,642.0,228,2,203.0,24,443,677,86.0,5.9,8.1,229,13,9,1258,1204,"[122001, 122002, 122003, 122004, 122005, 122006, 122007, 122008, 122009, 122010, 122011, 122015, 122016, 122017, 122018, 122051, 122052, 122101, 122102, 122103, 122104, 122105, 122107, 122108, 122413, 122414, 122502, 122503, 122504, 122505, 122506, 122508]"
06,087,Mewat ,mewat,160280,1089263,571162,518101,965157,139975,124106,20305,11.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,27,8,1507,723,
06,088,Faridabad,faridabad,358919,1809733,966110,843623,370878,63366,1438855,295553,79.51,2194586.0,1193063.0,1001523.0,973242,391426.0,,-,1269801.0,70.03,81.52,56.31,1269801.0,277239.0,287742.0,204851.0,354094.0,126692.0,258516.0,581250.0,1213106.0,785762.0,609663.0,176099.0,1408824.0,413.0,413.0,413.0,376.0,185,1,188.0,27,254,395,87.9,7.3,4.8,144,5,3,741,2442,"[121001, 121002, 121003, 121004, 121005, 121006, 121007, 121008, 121009, 121010, 121012, 121013, 121101, 121102, 121103, 121105, 121106, 121107]"
06,089,Palwal ,palwal,171157,1042708,554497,488211,806164,129696,236544,41461,22.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,12,6,1359,767,
07,090,North West,northwest,736253,3656539,1960922,1695617,213950,40500,3442589,695753,94.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,4,34,443,8254,
07,091,North,north,180044,887978,475002,412976,17746,3312,870232,176732,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,61,14557,
07,092,North East,northeast,406125,2241624,1188425,1053199,21527,3938,2220097,402187,99.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,15,62,36155,
07,093,East,east,358937,1709346,907500,801846,3530,875,1705816,358062,99.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,7,63,27132,
07,094,New Delhi,newdelhi,33208,142004,77942,64062,0,0,142004,33208,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,35,4057,
07,095,Central,central,119639,582320,307821,274499,0,0,582320,119639,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,21,27730,
07,096,West,west,533221,2543243,1356240,1187003,6420,1170,2536823,532051,99.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,11,130,19563,
07,097,South West,southwest,494439,2292958,1246046,1046912,143676,27322,2149282,467117,93.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,19,421,5446,
07,098,South,south,574133,2731929,1467428,1264501,12193,2457,2719736,571676,99.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,23,247,11060,
08,099,Ganganagar ,ganganagar,387511,1969168,1043340,925828,1433736,278926,535432,108585,27.19,1789423.0,955378.0,834045.0,1336066,303107.0,,14744,965445.0,64.74,75.53,52.44,965445.0,282038.0,272986.0,159919.0,166798.0,46110.0,201479.0,462632.0,1009321.0,719792.0,552559.0,167233.0,1069631.0,2830.0,2820.0,2221.0,1653.0,536,-,654.0,47,1500,1812,41.9,5.4,52.7,2855,163,16,10978,179,"[335001, 335002, 335021, 335022, 335023, 335025, 335027, 335037, 335038, 335039, 335040, 335041, 335051, 335061, 335062, 335065, 335073, 335701, 335702, 335703, 335704, 335705, 335707, 335711, 335804, 335805, 335901]"
08,100,Hanumangarh,hanumangarh,336192,1774692,931184,843508,1424228,268362,350464,67830,19.75,1518005.0,801486.0,716519.0,1214467,247838.0,,10029,795660.0,63.05,75.18,49.56,795660.0,275091.0,218570.0,120271.0,113206.0,23856.0,174358.0,405071.0,842316.0,628311.0,491225.0,137086.0,889694.0,1773.0,1773.0,1481.0,759.0,376,2,355.0,32,765,1070,40.9,8.2,50.3,1831,76,6,9656,184,"[335063, 335064, 335501, 335502, 335503, 335504, 335511, 335512, 335513, 335523, 335524, 335525, 335526, 335801, 335802, 335803]"
08,101,Bikaner,bikaner,384944,2363937,1240801,1123136,1563553,244971,800384,139973,33.86,1674271.0,886075.0,788196.0,1079235,248960.0,,5945,766862.0,56.91,70.05,42.03,766862.0,231180.0,197222.0,125597.0,131025.0,48265.0,223691.0,457699.0,894893.0,661457.0,522482.0,138975.0,1012814.0,712.0,686.0,552.0,611.0,277,-,173.0,31,427,446,59.6,3.9,36.5,857,62,6,30239,78,"[334001, 334003, 334004, 334006, 334021, 334022, 334023, 334201, 334202, 334302, 334303, 334305, 334401, 334402, 334403, 334601, 334602, 334603, 334604, 334801, 334802, 334803, 334804, 334808]"
08,102,Churu,churu,348984,2039547,1051446,988101,1463312,255868,576235,93116,28.25,1923878.0,987781.0,936097.0,1387682,290619.0,,10063,1028880.0,66.81,79.69,53.35,1028880.0,394344.0,233275.0,125205.0,98989.0,21529.0,263566.0,549096.0,983945.0,853899.0,587431.0,266468.0,1069979.0,946.0,925.0,897.0,909.0,488,-,423.0,60,591,573,77.0,6.8,15.9,873,26,10,13835,147,"[331001, 331021, 331022, 331023, 331029, 331031, 331301, 331302, 331303, 331304, 331305, 331402, 331403, 331411, 331501, 331502, 331503, 331504, 331505, 331506, 331507, 331517, 331518, 331701, 331802]"
08,103,Jhunjhunun,jhunjhunun,384197,2137045,1095896,1041149,1647966,300801,489079,83396,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926,1,18,5928,361,
08,104,Alwar,alwar,639720,3674179,1939026,1735153,3019728,511517,654451,128203,17.81,2992592.0,1586752.0,1405840.0,2557653,461973.0,,239905,1488281.0,61.74,78.09,43.28,1488281.0,416188.0,397269.0,279773.0,258478.0,74707.0,395197.0,837273.0,1552587.0,1458686.0,947587.0,511099.0,1533906.0,1954.0,1954.0,1950.0,1811.0,736,-,553.0,55,589,1244,82.5,5.2,12.3,2021,33,16,8380,438,"[301001, 301002, 301018, 301019, 301020, 301021, 301022, 301023, 301024, 301025, 301026, 301027, 301028, 301030, 301035, 301401, 301402, 301403, 301404, 301405, 301406, 301407, 301408, 301409, 301410, 301411, 301412, 301413, 301414, 301415, 301416, 301427, 301604, 301701, 301702, 301703, 301704, 301705, 301706, 301707, 301708, 301709, 301712, 301713, 301714, 321605, 321606, 321607, 321633]"
08,105,Bharatpur,bharatpur,425414,2548462,1355726,1192736,2053363,338689,495099,86725,19.43,2101142.0,1133425.0,967717.0,1692182,313897.0,,47077,1063582.0,63.57,80.54,43.56,1063582.0,370558.0,259166.0,181635.0,136521.0,37645.0,288703.0,609309.0,1061589.0,852913.0,573547.0,279366.0,1248229.0,1366.0,1365.0,1364.0,1298.0,511,-,481.0,49,296,824,81.4,6.5,12.0,1432,92,10,5066,503,"[321001, 321021, 321022, 321023, 321024, 321025, 321026, 321028, 321201, 321202, 321203, 321204, 321205, 321206, 321301, 321302, 321303, 321401, 321402, 321403, 321404, 321405, 321406, 321407, 321408, 321409, 321410, 321411, 321601, 321602, 321614, 321615, 321642]"
08,106,Dhaulpur,dhaulpur,203754,1206516,653647,552869,959066,162180,247450,41574,20.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,18,4,3033,398,
08,107,Karauli,karauli,262503,1458248,783639,674609,1240143,224570,218105,37933,14.96,1209665.0,651998.0,557667.0,1037720,180512.0,,270630,608672.0,63.38,79.54,44.39,608672.0,230601.0,149450.0,84870.0,65042.0,16311.0,167825.0,351250.0,603063.0,483110.0,355450.0,127660.0,726555.0,755.0,754.0,753.0,695.0,317,-,285.0,19,260,449,76.9,20.6,2.5,851,37,4,5524,264,"[321610, 321611, 322213, 322216, 322230, 322234, 322236, 322238, 322241, 322242, 322249, 322251, 322252, 322254, 322255]"
08,108,Sawai Madhopur,sawaimadhopur,254716,1335551,704031,631520,1069084,206129,266467,48587,19.95,1117057.0,591307.0,525750.0,904417,176738.0,,241078,515913.0,56.67,75.74,35.17,515913.0,153627.0,131165.0,94399.0,79537.0,28351.0,139068.0,309678.0,584937.0,469164.0,366794.0,102370.0,647893.0,718.0,718.0,717.0,652.0,259,2,238.0,26,215,311,65.4,28.4,6.2,758,56,4,4498,297,"[322001, 322021, 322023, 322024, 322025, 322026, 322027, 322028, 322029, 322030, 322034, 322201, 322205, 322211, 322214, 322701, 322702, 322703, 322704]"
