state_code,district_code,district_name,district_key,households_2011,persons_2011,males_2011,females_2011,rural_pop_2011,rural_hh_2011,urban_pop_2011,urban_hh_2011,urban_pct_2011,persons_2001,males_2001,females_2001,rural_2001,number_of_households_2001,scheduled_caste_population_2001,scheduled_tribe_population_2001,persons__literate_2001,persons__literacy_rate_2001,males__literatacy_rate_2001,females__literacy_rate_2001,total_educated_2001,below_primary_2001,primary_2001,middle_2001,matric_higher_secondary_diploma_2001,graduate_and_above_2001,x0___4_years_2001,x5___14_years_2001,x15___59_years_2001,total_workers_2001,main_workers_2001,marginal_workers_2001,non_workers_2001,total_inhabited_villages_2001,drinking_water_facilities_2001,safe_drinking_water_2001,primary_school_2001,middle_schools_2001,college_2001,medical_facility_2001,primary_health_centre_2001,bus_services_2001,paved_approach_road_2001,permanent_house_2001,semi_permanent_house_2001,temporary_house_2001,villages_inhabited,villages_uninhabited,towns,area_sqkm,pop_per_sqkm,pincodes
19,344,Paschim Medinipur,paschimmedinipur,1301610,5913457,3007885,2905572,5190771,1142875,722686,158735,12.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7600,1094,19,9368,631.240072587532,
19,345,Purba Medinipur,purbamedinipur,1114170,5095875,2629834,2466041,4503161,988784,592714,125386,11.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2929,65,25,4712.999763774556,1081.2381191207203,
20,346,Garhwa ,garhwa,254697,1322784,683575,639209,1253114,241464,69670,13233,5.27,1035464.0,535332.0,500132.0,992825,174264.0,,158959,317078.0,39.21,54.36,22.87,317078.0,100712.0,92857.0,48324.0,51170.0,10916.0,150755.0,309986.0,505880.0,402921.0,231057.0,171864.0,632543.0,858.0,858.0,849.0,566.0,155,2,116.0,18,99,180,8.9,90.4,0.7,844,44,3,4093,323.1820180796482,"[822114, 822124, 822125, 822129, 822133, 822134]"
20,347,Chatra,chatra,182271,1042886,533935,508951,979932,171296,62954,10975,6.04,791434.0,404067.0,387367.0,749414,129348.0,,30384,270256.0,43.24,55.64,30.24,270256.0,94507.0,81157.0,35306.0,39319.0,8712.0,109657.0,239539.0,394155.0,299108.0,188843.0,110265.0,492326.0,1343.0,1343.0,1343.0,558.0,104,1,30.0,8,51,172,16.0,82.6,1.4,1377,94,2,3718,280.4965034965035,"[825103, 825321, 825403, 825404, 825408]"
20,348,Kodarma,kodarma,116155,716259,367222,349037,575013,91693,141246,24462,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,122,5,2540,281.99173228346456,
20,349,Giridih,giridih,396521,2445474,1258098,1187376,2237450,360709,208024,35812,8.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2558,191,12,4962,492.8403869407497,
20,350,Deoghar,deoghar,264347,1492073,775022,717051,1233712,217783,258361,46564,17.32,1165390.0,608878.0,556512.0,1005539,190037.0,,142717,469652.0,50.09,66.38,31.99,469652.0,151615.0,132877.0,67813.0,80065.0,26206.0,151695.0,326959.0,613372.0,432714.0,283711.0,149003.0,732676.0,2356.0,2356.0,2355.0,768.0,156,7,94.0,18,146,304,32.3,48.7,19.0,2354,308,2,2477,602.3710133225676,"[814112, 814113, 814114, 814115, 814116, 814122, 814142, 814143, 814149, 814152, 814157, 815353, 815357]"
20,351,Godda,godda,253648,1313551,677927,635624,1249132,241815,64419,11833,4.9,1047939.0,544043.0,503896.0,1010931,192649.0,,247538,363825.0,43.13,57.52,27.39,363825.0,101438.0,101841.0,53607.0,72291.0,17374.0,132227.0,290930.0,556822.0,421941.0,238694.0,183247.0,625998.0,1633.0,1633.0,1576.0,892.0,179,6,141.0,24,104,341,23.2,27.4,49.5,1688,614,3,2266.0042121427036,579.677210201619,"[814147, 814154, 814156, 814160, 814165]"
20,352,Sahibganj,sahibganj,227023,1150567,589391,561176,990901,196056,159666,30967,13.88,927770.0,477662.0,450108.0,829639,173104.0,,270423,275829.0,37.61,47.93,26.56,275829.0,92769.0,72112.0,42219.0,46385.0,13814.0,129704.0,266752.0,485415.0,388045.0,278407.0,109638.0,539725.0,1307.0,1307.0,1207.0,599.0,113,3,69.0,16,52,300,18.8,56.0,25.2,1349,464,8,2063,557.7154629180804,"[816101, 816108, 816109, 816110, 816115, 816116, 816120, 816129]"
20,353,Pakur,pakur,182317,900422,452661,447761,832910,168906,67512,13411,7.5,701664.0,358545.0,343119.0,665635,132987.0,,312838,170931.0,30.65,40.23,20.61,170931.0,59171.0,48036.0,24863.0,24190.0,6634.0,95152.0,201183.0,372830.0,309575.0,209435.0,100140.0,392089.0,1128.0,1128.0,1077.0,596.0,82,1,94.0,13,94,198,12.4,58.1,29.5,1141,106,4,1811,497.1960242959691,"[814111, 816104, 816106]"
20,354,Dhanbad,dhanbad,507064,2684487,1405956,1278531,1124093,211024,1560394,296040,58.13,2397102.0,1278946.0,1118156.0,1141744,427939.0,,202729,1348584.0,67.0,79.54,52.43,1348584.0,316204.0,325848.0,246471.0,329778.0,102522.0,253402.0,649208.0,1381462.0,664058.0,492501.0,171557.0,1733044.0,1121.0,1121.0,1121.0,708.0,183,14,154.0,19,77,482,63.4,33.2,3.4,1075,84,46,2040,1315.925,"[826001, 826003, 826004, 826005, 828101, 828103, 828104, 828105, 828106, 828107, 828108, 828109, 828110, 828111, 828112, 828113, 828114, 828115, 828116, 828117, 828119, 828120, 828121, 828122, 828123, 828124, 828126, 828127, 828128, 828129, 828130, 828131, 828132, 828133, 828135, 828201, 828202, 828203, 828204, 828205, 828206, 828207, 828301, 828304, 828305, 828306, 828308, 828309, 828401, 828402]"
20,355,Bokaro,bokaro,394918,2062330,1072807,989523,1078686,206148,983644,188770,47.7,1777662.0,938436.0,839226.0,973005,317378.0,,218600,923150.0,62.1,76.04,46.33,923150.0,198945.0,214614.0,159357.0,247536.0,82686.0,189029.0,471903.0,1030028.0,509310.0,336131.0,173179.0,1268352.0,621.0,621.0,614.0,482.0,114,8,146.0,16,61,158,57.6,35.1,7.3,611,24,27,2883,715.3416579951439,"[825102, 827001, 827003, 827004, 827006, 827009, 827010, 827011, 827012, 827013, 827014, 828134, 828403, 828404, 829104, 829107, 829111, 829112, 829113, 829114, 829116, 829121, 829123, 829127, 829128, 829132, 829144, 829149, 829301]"
20,356,Lohardaga,lohardaga,88638,461790,232629,229161,404379,77536,57411,11102,12.43,364521.0,184507.0,180014.0,318325,65915.0,,203053,156710.0,53.58,67.28,39.64,156710.0,46441.0,42447.0,28107.0,27698.0,8227.0,47741.0,109562.0,184214.0,153373.0,100918.0,52455.0,211148.0,352.0,352.0,351.0,254.0,68,1,69.0,11,7,99,10.9,88.8,0.2,352,1,1,1502,307.45006657789617,"[835213, 835218]"
20,357,Purbi Singhbhum,purbisinghbhum,476931,2293919,1176902,1117017,1019328,218160,1274591,258771,55.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609,139,15,3562,643.9974733295901,
20,358,Palamu,palamu,358754,1939869,1006302,933567,1713866,318828,226003,39926,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711,159,9,4393,441.58183473708175,
20,359,Latehar,latehar,133381,726978,369666,357312,675120,123316,51858,10065,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,20,4,4290.999999999999,169.4192495921697,
20,360,Hazaribagh,hazaribagh,304749,1734495,890881,843614,1459188,255451,275307,49298,15.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193,115,17,3554.9999999999995,487.902953586498,
20,361,Ramgarh,ramgarh,179375,949443,494230,455213,530488,98829,418955,80546,44.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,10,23,1341.001708025763,708.0102838927626,
20,362,Dumka,dumka,275019,1321442,668514,652928,1231264,257610,90178,17409,6.82,1759602.0,897364.0,862238.0,1644690,331318.0,,701903,690834.0,47.94,62.86,32.35,690834.0,230245.0,209924.0,105943.0,99816.0,22993.0,208261.0,473559.0,972781.0,778378.0,470354.0,308024.0,981224.0,3737.0,3737.0,3718.0,1732.0,320,,312.0,53,282,693,18.3,46.2,35.5,2688,237,5,3761.0000000000005,351.3538952406274,"[814101, 814103, 814110, 814118, 814119, 814141, 814144, 814145, 814148, 814158, 814167, 816118]"
20,363,Jamtara,jamtara,155275,791042,404830,386212,715296,140311,75746,14964,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082,79,3,1811,436.79845389287686,
20,364,Ranchi,ranchi,569444,2914253,1494937,1419316,1656918,326235,1257335,243209,43.14,2785064.0,1436976.0,1348088.0,1807243,505508.0,,1164624,1500541.0,64.57,76.56,51.72,1500541.0,339729.0,354556.0,249307.0,357487.0,160004.0,302609.0,735877.0,1569003.0,1076904.0,750962.0,325942.0,1708160.0,2052.0,2052.0,2033.0,1343.0,362,11,377.0,43,209,504,32.6,65.9,1.5,1296,15,15,5097,571.758485383559,"[829205, 829208, 829209, 829210, 834001, 834002, 834003, 834005, 834006, 834008, 834010, 834011, 835101, 835102, 835103, 835202, 835204, 835205, 835209, 835210, 835215, 835217, 835219, 835221, 835222, 835225, 835234, 835301, 835303]"
20,365,Khunti,khunti,103700,531885,266335,265550,486903,94645,44982,9055,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,2,2,2535.0032049617666,209.81630277979156,
20,366,Gumla,gumla,188988,1025213,514390,510823,960132,176633,65081,12355,6.35,1346767.0,675769.0,670998.0,1273025,253469.0,,920597,568234.0,51.74,63.5,39.95,568234.0,152438.0,159144.0,109189.0,108270.0,26466.0,161962.0,371009.0,715287.0,658921.0,446953.0,211968.0,687846.0,1393.0,1393.0,1390.0,1015.0,290,13,365.0,39,213,287,9.2,90.4,0.4,942,4,3,5360.000000000001,191.2710820895522,"[835203, 835206, 835207, 835208, 835220, 835229, 835230, 835231, 835232, 835233, 835324]"
20,367,Simdega,simdega,118288,599578,300309,299269,556634,110036,42944,8252,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,1,1,3774.000303945145,158.8706814287302,
20,368,Pashchimi Singhbhum,pashchimisinghbhum,302046,1502338,749385,752953,1284304,257294,218034,44752,14.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642,31,11,7223.996636703798,207.96493624691033,
20,369,Saraikela-Kharsawan,saraikelakharsawan,221232,1065056,544411,520645,806310,167591,258746,53641,24.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,38,7,2657.0037633799684,400.8485101448049,
21,370,Bargarh,bargarh,370308,1481255,749161,732094,1331145,336130,150110,34178,10.13,1346336.0,681500.0,664836.0,1242795,296514.0,,260691,749820.0,63.99,77.41,50.26,749820.0,245140.0,249457.0,93408.0,118362.0,28280.0,119279.0,290084.0,803080.0,593530.0,384710.0,208820.0,752806.0,1180.0,1180.0,1180.0,1134.0,461,,229.0,52,368,531,24.7,47.3,28.0,1179,27,8,5837,253.76991605276683,"[768027, 768028, 768029, 768030, 768031, 768032, 768033, 768034, 768035, 768036, 768037, 768038, 768039, 768040, 768042, 768048, 768049, 768050, 768052, 768102, 768103, 768111, 768115]"
21,371,Jharsuguda,jharsuguda,136061,579505,296690,282815,348340,84287,231165,51774,39.89,509716.0,261941.0,247775.0,323831,106839.0,,159757,312880.0,70.65,82.16,58.48,312880.0,89339.0,90669.0,43070.0,66985.0,16249.0,44550.0,115812.0,306507.0,189593.0,133148.0,56445.0,320123.0,346.0,346.0,346.0,321.0,127,11,65.0,18,106,163,34.9,51.5,13.6,347,4,5,2114,274.1272469252602,"[768201, 768202, 768203, 768204, 768211, 768213, 768215, 768216, 768217, 768218, 768219, 768220, 768225, 768226, 768233, 768234]"
21,372,Sambalpur,sambalpur,249597,1041099,526877,514222,733006,179411,308093,70186,29.59,935613.0,475122.0,460491.0,681835,202247.0,,322770,544861.0,67.25,78.99,55.16,544861.0,163395.0,157269.0,69036.0,105367.0,37291.0,84368.0,209180.0,561225.0,421346.0,282174.0,139172.0,514267.0,1238.0,1238.0,1237.0,825.0,294,21,166.0,32,348,362,33.0,44.3,22.7,1229,84,6,6624,157.1707427536232,"[768001, 768002, 768003, 768004, 768005, 768006, 768016, 768017, 768018, 768019, 768020, 768025, 768026, 768105, 768106, 768112, 768113, 768118, 768200, 768212, 768214, 768221, 768222, 768224, 768227]"
21,373,Debagarh,debagarh,75452,312520,158230,154290,290130,70058,22390,5394,7.16,274108.0,138408.0,135700.0,254012,58324.0,,92103,139877.0,60.36,73.33,47.18,139877.0,42254.0,46515.0,17816.0,25246.0,6030.0,28645.0,65367.0,157710.0,126260.0,69848.0,56412.0,147848.0,711.0,711.0,706.0,487.0,178,10,41.0,9,248,419,34.7,23.7,41.6,718,160,1,2940,106.29931972789116,"[768108, 768109, 768110, 768119, 768121]"
21,374,Sundargarh,sundargarh,479109,2093437,1061147,1032290,1355340,312497,738097,166612,35.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713,49,14,9712,215.55158566721582,
21,375,Kendujhar,kendujhar,405272,1801733,906487,895246,1548674,348448,253059,56824,14.05,1561990.0,790036.0,771954.0,1348967,326784.0,,695141,780918.0,59.24,71.99,46.22,780918.0,220226.0,216473.0,129539.0,153161.0,43741.0,162527.0,385830.0,906767.0,621226.0,395160.0,226066.0,940764.0,2069.0,2062.0,2041.0,1677.0,757,,374.0,60,535,956,20.3,32.2,47.5,2064,59,9,8303,216.9978321088763,"[758001, 758002, 758013, 758014, 758015, 758016, 758017, 758018, 758019, 758020, 758021, 758022, 758023, 758026, 758027, 758028, 758029, 758030, 758031, 758032, 758034, 758035, 758036, 758037, 758038, 758040, 758041, 758043, 758044, 758045, 758046, 758047, 758076, 758078, 758079, 758080, 758081, 758082, 758083, 758084, 758085]"
21,376,Mayurbhanj,mayurbhanj,586253,2519738,1256213,1263525,2326842,542726,192896,43527,7.66,2223456.0,1123200.0,1100256.0,2067756,472123.0,,1258459,964860.0,51.91,65.76,37.84,964860.0,279035.0,257013.0,167052.0,189667.0,53696.0,237210.0,566574.0,1257071.0,1027797.0,618457.0,409340.0,1195659.0,3748.0,3746.0,3658.0,2681.0,889,,561.0,88,870,1554,12.8,26.7,60.5,3751,199,5,10418,241.86388942215396,"[757001, 757002, 757003, 757014, 757016, 757017, 757018, 757019, 757020, 757021, 757022, 757023, 757024, 757025, 757026, 757027, 757028, 757029, 757030, 757031, 757032, 757033, 757034, 757035, 757036, 757037, 757038, 757039, 757040, 757041, 757042, 757043, 757045, 757046, 757047, 757048, 757049, 757050, 757051, 757052, 757053, 757054, 757055, 757073, 757074, 757075, 757077, 757079, 757081, 757082, 757083, 757084, 757085, 757086, 757087, 757091, 757092, 757093, 757100, 757101, 757102, 757103, 757104, 757105, 757106, 757107]"
21,377,Baleshwar,baleswar,533001,2320529,1185787,1134742,2067236,477434,253293,55567,10.92,2024508.0,1036511.0,987997.0,1804140,403653.0,,228454,1219495.0,70.56,81.69,58.9,1219495.0,352280.0,365601.0,177018.0,235371.0,76372.0,193943.0,495987.0,1172333.0,645133.0,483345.0,161788.0,1379375.0,2587.0,2587.0,2585.0,1782.0,1125,,298.0,71,406,1037,11.8,18.6,69.6,2635,297,5,3806,609.7028376248029,"[756001, 756002, 756003, 756019, 756020, 756021, 756022, 756023, 756024, 756025, 756026, 756027, 756028, 756029, 756030, 756032, 756033, 756034, 756035, 756036, 756037, 756038, 756039, 756040, 756041, 756042, 756043, 756044, 756045, 756046, 756047, 756048, 756049, 756051, 756055, 756056, 756058, 756059, 756060, 756079, 756080, 756081, 756083, 756084, 756085, 756086, 756126, 756134, 756166, 756182]"
21,378,Bhadrak,bhadrak,306333,1506337,760260,746077,1320499,270791,185838,35542,12.34,1333749.0,675642.0,658107.0,1192678,238888.0,,25141,842855.0,73.86,84.65,62.85,842855.0,234531.0,264062.0,124330.0,161403.0,46921.0,125928.0,328765.0,763577.0,385119.0,301570.0,83549.0,948630.0,1243.0,1243.0,1243.0,954.0,547,10,203.0,46,307,421,8.4,6.1,85.6,1250,62,4,2505,601.3321357285429,"[756100, 756101, 756111, 756112, 756113, 756114, 756116, 756117, 756118, 756119, 756120, 756122, 756123, 756124, 756125, 756127, 756128, 756129, 756130, 756131, 756132, 756135, 756137, 756138, 756139, 756144, 756162, 756163, 756164, 756165, 756167, 756168, 756171, 756181]"
21,379,Kendrapara ,kendrapara,321934,1440361,717814,722547,1356827,305868,83534,16066,5.8,1302005.0,646438.0,655567.0,1227868,271475.0,,6822,865643.0,76.81,87.11,66.76,865643.0,238908.0,253080.0,139242.0,180835.0,43620.0,116394.0,302038.0,741962.0,388296.0,293565.0,94731.0,913709.0,1407.0,1407.0,1399.0,1109.0,623,,236.0,46,263,488,14.3,4.2,81.5,1415,132,2,2644,544.7658850226929,"[754153, 754210, 754211, 754212, 754213, 754215, 754216, 754217, 754218, 754219, 754220, 754222, 754223, 754224, 754225, 754227, 754228, 754231, 754239, 754240, 754244, 754245, 754246, 754248, 754250, 754253, 754289, 755061]"
21,380,Jagatsinghapur ,jagatsinghapur,261307,1136971,577865,559106,1020991,233626,115980,27681,10.2,1057629.0,538881.0,518748.0,953180,221783.0,,8640,737848.0,79.08,88.55,69.28,737848.0,175753.0,210226.0,107179.0,193478.0,42623.0,82720.0,224376.0,635351.0,329973.0,247726.0,82247.0,727656.0,1227.0,1227.0,1226.0,905.0,465,,174.0,39,289,691,25.4,7.6,67.0,1223,69,4,1668,681.6372901678657,"[754102, 754103, 754104, 754106, 754107, 754108, 754109, 754110, 754111, 754114, 754119, 754120, 754132, 754133, 754135, 754136, 754137, 754138, 754139, 754140, 754142, 754143, 754145, 754159, 754160, 754294]"
21,381,Cuttack,cuttack,579170,2624470,1352760,1271710,1888423,429454,736047,149716,28.05,2341094.0,1207781.0,1133313.0,1699964,466326.0,,83591,1574742.0,76.66,85.82,66.9,1574742.0,390398.0,428041.0,251400.0,354489.0,134291.0,192634.0,492299.0,1424458.0,794034.0,613883.0,180151.0,1547060.0,1856.0,1856.0,1852.0,1432.0,695,,299.0,53,589,1156,39.9,13.2,47.0,1854,96,11,3932,667.4643947100712,"[753001, 753002, 753003, 753004, 753006, 753007, 753008, 753009, 753010, 753011, 753012, 753013, 753014, 753015, 754002, 754003, 754006, 754007, 754008, 754009, 754010, 754011, 754013, 754018, 754021, 754022, 754025, 754026, 754027, 754028, 754029, 754030, 754031, 754032, 754035, 754037, 754071, 754100, 754105, 754112, 754131, 754200, 754201, 754202, 754204, 754206, 754207, 754208, 754209, 754221, 754290, 754293, 754295]"
21,382,Jajapur  ,jajapur,407851,1827192,926034,901158,1692095,378645,135097,29206,7.39,1624341.0,823747.0,800594.0,1551361,327129.0,,125989,1004464.0,71.44,81.89,60.76,1004464.0,258445.0,289716.0,162077.0,219666.0,59544.0,144388.0,379915.0,955029.0,446525.0,347328.0,99197.0,1177816.0,1575.0,1575.0,1571.0,1183.0,746,,258.0,55,347,969,20.1,9.3,70.6,1598,185,8,2899,630.2835460503622,"[754024, 754082, 754292, 754296, 755001, 755003, 755004, 755005, 755006, 755007, 755008, 755009, 755010, 755011, 755012, 755013, 755014, 755015, 755016, 755017, 755018, 755020, 755022, 755023, 755024, 755025, 755026, 755027, 755028, 755036, 755043, 755044, 755049, 755050, 755062]"
21,383,Dhenkanal,dhenkanal,279364,1192811,612593,580218,1075305,253446,117506,25918,9.85,1066878.0,544001.0,522877.0,973964,222023.0,,136501,639363.0,69.42,80.57,57.89,639363.0,206700.0,191465.0,87602.0,109048.0,31348.0,97462.0,241556.0,632513.0,356513.0,261875.0,94638.0,710365.0,1076.0,1075.0,1069.0,821.0,431,23,177.0,35,314,414,26.8,6.9,66.3,1081,127,5,4452,267.92699910152743,"[759001, 759013, 759014, 759015, 759016, 759017, 759018, 759019, 759020, 759021, 759022, 759023, 759024, 759025, 759026, 759027, 759028, 759039, 759120, 759121]"
21,384,Anugul  ,anugul,297050,1273821,655718,618103,1067275,249733,206546,47317,16.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654,217,18,6375,199.8150588235294,
21,385,Nayagarh  ,nayagarh,228315,962789,502636,460153,883051,210850,79738,17465,8.28,864516.0,446177.0,418339.0,827450,178231.0,,50836,529840.0,70.52,82.66,57.64,529840.0,177851.0,166957.0,71909.0,80575.0,22038.0,75395.0,187035.0,512505.0,288053.0,205676.0,82377.0,576463.0,1531.0,1531.0,1527.0,849.0,361,14,175.0,36,453,746,30.5,17.2,52.2,1541,151,9,3890,247.50359897172237,"[752024, 752025, 752026, 752063, 752065, 752068, 752069, 752070, 752077, 752078, 752079, 752080, 752081, 752082, 752083, 752084, 752085, 752089, 752090, 752091, 752092, 752093, 752094]"
21,386,Khordha ,khurda,494212,2251673,1167137,1084536,1167357,247304,1084316,246908,48.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356,178,13,2813,800.4525417703519,
21,387,Puri,puri,367269,1698730,865380,833350,1433800,313188,264930,54081,15.6,1502682.0,763389.0,739293.0,1298654,287463.0,,4482,1024523.0,77.96,88.08,67.57,1024523.0,302914.0,306686.0,173065.0,167251.0,58355.0,126508.0,321644.0,906393.0,450540.0,373481.0,77059.0,1052142.0,1591.0,1591.0,1589.0,1148.0,593,,238.0,47,371,781,27.5,12.8,59.7,1600,107,6,3479,488.2811152630066,"[752001, 752002, 752003, 752011, 752012, 752013, 752014, 752015, 752016, 752017, 752045, 752046, 752104, 752105, 752106, 752107, 752108, 752109, 752110, 752111, 752113, 752114, 752116, 752118, 752119, 752121]"
21,388,Ganjam,ganjam,758267,3529031,1779218,1749813,2761030,596062,768001,162205,21.76,3160635.0,1581986.0,1578649.0,2604276,644919.0,,90919,1631722.0,60.77,75.22,46.44,1631722.0,515568.0,522328.0,191227.0,269998.0,76807.0,314793.0,771398.0,1795114.0,1305932.0,819726.0,486206.0,1854703.0,2812.0,2801.0,2738.0,2129.0,733,13,478.0,87,933,1163,51.0,10.6,38.3,2783,412,39,8206,430.0549597855228,"[760001, 760002, 760003, 760004, 760005, 760006, 760007, 760008, 760009, 760010, 761001, 761002, 761003, 761004, 761005, 761006, 761007, 761008, 761009, 761010, 761011, 761012, 761013, 761019, 761020, 761025, 761026, 761027, 761028, 761029, 761030, 761031, 761032, 761035, 761037, 761041, 761042, 761043, 761045, 761052, 761054, 761055, 761100, 761101, 761102, 761103, 761104, 761105, 761106, 761107, 761108, 761109, 761110, 761111, 761114, 761115, 761116, 761117, 761118, 761119, 761120, 761121, 761122, 761123, 761124, 761125, 761126, 761131, 761132, 761133, 761140, 761141, 761143, 761144, 761146, 761151, 761209]"
21,389,Gajapati,gajapati,128523,577817,282882,294935,507151,112365,70666,16158,12.23,518837.0,255423.0,263414.0,465949,111405.0,,263476,175850.0,41.26,54.71,28.42,175850.0,57387.0,54959.0,21643.0,27286.0,6935.0,61359.0,135799.0,286870.0,275534.0,179992.0,95542.0,243303.0,1512.0,1512.0,1423.0,895.0,126,7,118.0,22,259,419,26.9,15.9,57.2,1499,113,5,4325,133.5993063583815,"[761015, 761016, 761200, 761201, 761206, 761207, 761208, 761210, 761211, 761212, 761213, 761214, 761215, 761217]"
21,390,Kandhamal,kandhamal,172022,733110,359945,373165,660831,155256,72279,16766,9.86,648201.0,322799.0,325402.0,604107,145676.0,,336809,279705.0,52.68,69.79,35.86,279705.0,103469.0,82864.0,40427.0,37775.0,9581.0,79640.0,170728.0,355500.0,306209.0,176128.0,130081.0,341992.0,2379.0,2377.0,2262.0,1427.0,248,5,164.0,41,381,432,21.4,20.1,58.5,2417,170,4,8021,91.39882807629971,"[762001, 762002, 762010, 762011, 762019, 762021, 762022, 762027, 762028, 762029, 762100, 762101, 762102, 762103, 762104, 762105, 762106, 762107, 762109, 762110, 762112]"
21,391,Baudh,boudh,106961,441162,221625,219537,420738,102402,20424,4559,4.63,373372.0,188155.0,185217.0,355347,83245.0,,46557,180321.0,57.73,76.23,39.02,180321.0,77074.0,55094.0,20616.0,17922.0,4743.0,42751.0,84780.0,215518.0,170761.0,105794.0,64967.0,202611.0,1115.0,1113.0,1106.0,553.0,121,2,65.0,13,190,280,10.1,8.2,81.7,1117,70,1,3098,142.40219496449322,"[762013, 762014, 762015, 762016, 762017, 762023, 762024, 762026, 762030]"
21,392,Subarnapur,subarnapur,151136,610183,311312,298871,560242,139346,49941,11790,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,106,4,2337,261.0967051775781,
21,393,Balangir,balangir,414749,1648997,830097,818900,1451616,369273,197381,45476,11.97,1337194.0,673985.0,663209.0,1182871,303385.0,,275822,638048.0,55.7,71.67,39.51,638048.0,196334.0,202083.0,80273.0,107242.0,28036.0,131174.0,301583.0,776713.0,559750.0,351689.0,208061.0,777444.0,1764.0,1762.0,1762.0,1672.0,399,26,237.0,47,423,714,29.5,47.7,22.7,1751,32,8,6575,250.79802281368822,"[767001, 767002, 767021, 767022, 767024, 767025, 767026, 767027, 767028, 767029, 767030, 767032, 767033, 767035, 767037, 767038, 767039, 767040, 767041, 767042, 767046, 767048, 767060, 767061, 767065, 767066, 767067, 767070]"
21,394,Nuapada,nuapada,152210,610382,301962,308420,576328,144299,34054,7911,5.58,530690.0,264396.0,266294.0,500652,122601.0,,184221,187412.0,42.0,58.46,25.79,187412.0,65176.0,54005.0,28352.0,27390.0,5644.0,57219.0,127649.0,296927.0,244360.0,131561.0,112799.0,286330.0,648.0,648.0,646.0,575.0,223,5,103.0,17,150,392,22.1,72.1,5.9,656,12,2,3852,158.45846313603323,"[766104, 766105, 766106, 766108, 766111]"
21,395,Kalahandi,kalahandi,401251,1576869,787101,789768,1454882,373304,121987,27947,7.74,1335494.0,667526.0,667968.0,1235275,320624.0,,382573,513383.0,45.94,62.66,29.28,513383.0,174170.0,156321.0,67866.0,75827.0,17904.0,149347.0,307070.0,769364.0,620950.0,382050.0,238900.0,714544.0,2099.0,2082.0,2012.0,1315.0,401,20,224.0,49,449,828,29.3,63.0,7.7,2116,137,5,7920,199.0996212121212,"[766001, 766002, 766011, 766012, 766013, 766014, 766015, 766016, 766017, 766018, 766019, 766020, 766023, 766026, 766027, 766028, 766029, 766031, 766032, 766036, 766037, 766100, 766101, 766102, 766103, 766110]"
21,396,Rayagada  ,rayagada,226144,967911,471960,495951,820945,191568,146966,34576,15.18,831109.0,409792.0,421317.0,715702,190381.0,,463418,247829.0,36.15,48.18,24.56,247829.0,78406.0,71574.0,30897.0,43441.0,12584.0,96043.0,207717.0,476079.0,399184.0,249909.0,149275.0,431925.0,2467.0,2462.0,2371.0,1291.0,158,7,210.0,32,381,782,20.5,25.9,53.7,2468,197,7,7073,136.84589283189595,"[764062, 765001, 765002, 765015, 765016, 765018, 765019, 765020, 765021, 765022, 765023, 765024, 765025, 765026, 765029, 765033, 765034]"
21,397,Nabarangapur ,nabarangpur,273423,1220946,604812,616134,1133321,253208,87625,20215,7.18,1025766.0,515162.0,510604.0,966496,227026.0,,564480,284538.0,33.93,47.04,20.67,284538.0,108940.0,78755.0,35023.0,30256.0,6677.0,124190.0,271024.0,566040.0,507395.0,264800.0,242595.0,518371.0,876.0,873.0,870.0,780.0,247,6,216.0,39,196,394,13.0,40.1,46.9,868,23,5,5291,230.75902475902475,"[764049, 764061, 764063, 764070, 764071, 764072, 764073, 764074, 764075, 764076, 764077, 764078, 764085, 764088]"
